feature,coef_mean,coef_std
policies_gap,0.22738348,0.016589085
minor_allies_share,0.22611685,0.02465932
technologies_gap,0.22034904,0.011093704
military_utilization,0.20319818,0.0092999125
happiness_percentage,0.18954787,0.005570328
turn_progress,0.18041974,0.0051853163
