feature,coef_mean,coef_std
technologies_gap,0.20972839,0.0010976093
policies_gap,0.20473671,0.0018466958
happiness_percentage,0.20135495,0.007746928
military_utilization,0.19938019,0.0056181536
religion_percentage,0.19399577,0.004998848
turn_progress,0.17971912,0.0038480705
