feature,coef_mean,coef_std
technologies_gap,0.21234506,0.0038868878
military_utilization,0.21084782,0.00974021
policies_gap,0.20363715,0.004935017
religion_percentage,0.20005223,0.013602422
happiness_percentage,0.18870875,0.020978479
turn_progress,0.18715781,0.0063183815
