QuoteID,Model,Civ,Turn,Crisis Construction,Desperation,Deterrence,Offensive Conquest,Counter Non-Military Victory,Reactive Retaliatory,Normalization,Combined Arms,Total War Mobilization,Dual Track Strategy,Delegation Automation,Quantification Conditional,Technology Racing
DS32B-POL-T387,DS32B,Poland,387,1,0,0,1,0,0,1,1,1,0,1,0,0
DS32B-MAY-T391,DS32B,The Maya,391,1,0,0,1,1,0,1,1,1,0,1,1,1
