feature,coef_mean,coef_std
population_share,0.16291647,0.0071297847
technologies_gap,0.15409318,0.007027223
policies_gap,0.15161088,0.004043014
votes_share,0.14346728,0.007486526
tourism_share,0.1355394,0.006214557
minor_allies_share,0.1323606,0.0056442968
military_share,0.123371884,0.008168645
religion_percentage,0.12055657,0.004969126
production_share,0.115100995,0.0063099223
happiness_percentage,0.10675244,0.0078054233
turn_progress,0.10345574,0.007116097
gold_share,0.080864325,0.01805277
